x-axis,4
second,Volt
+1.120000E-03,
+1.122600E-03,-536.869358E-03
+1.125200E-03,-521.592977E-03
+1.127800E-03,-529.231167E-03
+1.130400E-03,-521.592977E-03
+1.133000E-03,-529.231167E-03
+1.135600E-03,-521.592977E-03
+1.138200E-03,-536.869358E-03
+1.140800E-03,-529.231167E-03
+1.143400E-03,-506.316595E-03
+1.146000E-03,-529.231167E-03
+1.148600E-03,-513.954786E-03
+1.151200E-03,-529.231167E-03
+1.153800E-03,-529.231167E-03
+1.156400E-03,-521.592977E-03
+1.159000E-03,-529.231167E-03
+1.161600E-03,-521.592977E-03
+1.164200E-03,-544.507549E-03
+1.166800E-03,-521.592977E-03
+1.169400E-03,-521.592977E-03
+1.172000E-03,-529.231167E-03
+1.174600E-03,-529.231167E-03
+1.177200E-03,-536.869358E-03
+1.179800E-03,-521.592977E-03
+1.182400E-03,-529.231167E-03
+1.185000E-03,-536.869358E-03
+1.187600E-03,-513.954786E-03
+1.190200E-03,-536.869358E-03
+1.192800E-03,-521.592977E-03
+1.195400E-03,-513.954786E-03
+1.198000E-03,-513.954786E-03
+1.200600E-03,-521.592977E-03
+1.203200E-03,-529.231167E-03
+1.205800E-03,-513.954786E-03
+1.208400E-03,-521.592977E-03
+1.211000E-03,-513.954786E-03
+1.213600E-03,-521.592977E-03
+1.216200E-03,-521.592977E-03
+1.218800E-03,-521.592977E-03
+1.221400E-03,-529.231167E-03
+1.224000E-03,-529.231167E-03
+1.226600E-03,-521.592977E-03
+1.229200E-03,-529.231167E-03
+1.231800E-03,-513.954786E-03
+1.234400E-03,-529.231167E-03
+1.237000E-03,-521.592977E-03
+1.239600E-03,-513.954786E-03
+1.242200E-03,-521.592977E-03
+1.244800E-03,-529.231167E-03
+1.247400E-03,-521.592977E-03
+1.250000E-03,-521.592977E-03
+1.252600E-03,-513.954786E-03
+1.255200E-03,-521.592977E-03
+1.257800E-03,-513.954786E-03
+1.260400E-03,-521.592977E-03
+1.263000E-03,-513.954786E-03
+1.265600E-03,-521.592977E-03
+1.268200E-03,-513.954786E-03
+1.270800E-03,-521.592977E-03
+1.273400E-03,-521.592977E-03
+1.276000E-03,-521.592977E-03
+1.278600E-03,-513.954786E-03
+1.281200E-03,-513.954786E-03
+1.283800E-03,-521.592977E-03
+1.286400E-03,-506.316595E-03
+1.289000E-03,-521.592977E-03
+1.291600E-03,-513.954786E-03
+1.294200E-03,-521.592977E-03
+1.296800E-03,-521.592977E-03
+1.299400E-03,-521.592977E-03
+1.302000E-03,-513.954786E-03
+1.304600E-03,-513.954786E-03
+1.307200E-03,-521.592977E-03
+1.309800E-03,-513.954786E-03
+1.312400E-03,-521.592977E-03
+1.315000E-03,-513.954786E-03
+1.317600E-03,-513.954786E-03
+1.320200E-03,-521.592977E-03
+1.322800E-03,-506.316595E-03
+1.325400E-03,-513.954786E-03
+1.328000E-03,-513.954786E-03
+1.330600E-03,-521.592977E-03
+1.333200E-03,-521.592977E-03
+1.335800E-03,-513.954786E-03
+1.338400E-03,-506.316595E-03
+1.341000E-03,-513.954786E-03
+1.343600E-03,-513.954786E-03
+1.346200E-03,-521.592977E-03
+1.348800E-03,-521.592977E-03
+1.351400E-03,-513.954786E-03
+1.354000E-03,-513.954786E-03
+1.356600E-03,-521.592977E-03
+1.359200E-03,-513.954786E-03
+1.361800E-03,-513.954786E-03
+1.364400E-03,-536.869358E-03
+1.367000E-03,-521.592977E-03
+1.369600E-03,-521.592977E-03
+1.372200E-03,-513.954786E-03
+1.374800E-03,-513.954786E-03
+1.377400E-03,-521.592977E-03
+1.380000E-03,-513.954786E-03
+1.382600E-03,-513.954786E-03
+1.385200E-03,-521.592977E-03
+1.387800E-03,-521.592977E-03
+1.390400E-03,-513.954786E-03
+1.393000E-03,-521.592977E-03
+1.395600E-03,-521.592977E-03
+1.398200E-03,-506.316595E-03
+1.400800E-03,-506.316595E-03
+1.403400E-03,-513.954786E-03
+1.406000E-03,-521.592977E-03
+1.408600E-03,-513.954786E-03
+1.411200E-03,-521.592977E-03
+1.413800E-03,-521.592977E-03
+1.416400E-03,-513.954786E-03
+1.419000E-03,-513.954786E-03
+1.421600E-03,-521.592977E-03
+1.424200E-03,-521.592977E-03
+1.426800E-03,-498.678404E-03
+1.429400E-03,-521.592977E-03
+1.432000E-03,-513.954786E-03
+1.434600E-03,-521.592977E-03
+1.437200E-03,-513.954786E-03
+1.439800E-03,-506.316595E-03
+1.442400E-03,-521.592977E-03
+1.445000E-03,-506.316595E-03
+1.447600E-03,-513.954786E-03
+1.450200E-03,-513.954786E-03
+1.452800E-03,-521.592977E-03
+1.455400E-03,-513.954786E-03
+1.458000E-03,-513.954786E-03
+1.460600E-03,-506.316595E-03
+1.463200E-03,-506.316595E-03
+1.465800E-03,-513.954786E-03
+1.468400E-03,-506.316595E-03
+1.471000E-03,-506.316595E-03
+1.473600E-03,-513.954786E-03
+1.476200E-03,-513.954786E-03
+1.478800E-03,-513.954786E-03
+1.481400E-03,-506.316595E-03
+1.484000E-03,-513.954786E-03
+1.486600E-03,-513.954786E-03
+1.489200E-03,-506.316595E-03
+1.491800E-03,-506.316595E-03
+1.494400E-03,-506.316595E-03
+1.497000E-03,-506.316595E-03
+1.499600E-03,-513.954786E-03
+1.502200E-03,-506.316595E-03
+1.504800E-03,-506.316595E-03
+1.507400E-03,-506.316595E-03
+1.510000E-03,-513.954786E-03
+1.512600E-03,-513.954786E-03
+1.515200E-03,-513.954786E-03
+1.517800E-03,-506.316595E-03
+1.520400E-03,-513.954786E-03
+1.523000E-03,-513.954786E-03
+1.525600E-03,-513.954786E-03
+1.528200E-03,-513.954786E-03
+1.530800E-03,-498.678404E-03
+1.533400E-03,-506.316595E-03
+1.536000E-03,-506.316595E-03
+1.538600E-03,-513.954786E-03
+1.541200E-03,-506.316595E-03
+1.543800E-03,-513.954786E-03
+1.546400E-03,-521.592977E-03
+1.549000E-03,-513.954786E-03
+1.551600E-03,-506.316595E-03
+1.554200E-03,-506.316595E-03
+1.556800E-03,-513.954786E-03
+1.559400E-03,-506.316595E-03
+1.562000E-03,-506.316595E-03
+1.564600E-03,-506.316595E-03
+1.567200E-03,-506.316595E-03
+1.569800E-03,-513.954786E-03
+1.572400E-03,-506.316595E-03
+1.575000E-03,-498.678404E-03
+1.577600E-03,-498.678404E-03
+1.580200E-03,-498.678404E-03
+1.582800E-03,-506.316595E-03
+1.585400E-03,-506.316595E-03
+1.588000E-03,-506.316595E-03
+1.590600E-03,-498.678404E-03
+1.593200E-03,-513.954786E-03
+1.595800E-03,-521.592977E-03
+1.598400E-03,-506.316595E-03
+1.601000E-03,-513.954786E-03
+1.603600E-03,-491.040213E-03
+1.606200E-03,-498.678404E-03
+1.608800E-03,-498.678404E-03
+1.611400E-03,-513.954786E-03
+1.614000E-03,-513.954786E-03
+1.616600E-03,-506.316595E-03
+1.619200E-03,-506.316595E-03
+1.621800E-03,-498.678404E-03
+1.624400E-03,-513.954786E-03
+1.627000E-03,-506.316595E-03
+1.629600E-03,-506.316595E-03
+1.632200E-03,-506.316595E-03
+1.634800E-03,-513.954786E-03
+1.637400E-03,-498.678404E-03
+1.640000E-03,-506.316595E-03
+1.642600E-03,-513.954786E-03
+1.645200E-03,-513.954786E-03
+1.647800E-03,-513.954786E-03
+1.650400E-03,-521.592977E-03
+1.653000E-03,-491.040213E-03
+1.655600E-03,-498.678404E-03
+1.658200E-03,-498.678404E-03
+1.660800E-03,-506.316595E-03
+1.663400E-03,-491.040213E-03
+1.666000E-03,-506.316595E-03
+1.668600E-03,-506.316595E-03
+1.671200E-03,-506.316595E-03
+1.673800E-03,-491.040213E-03
+1.676400E-03,-506.316595E-03
+1.679000E-03,-506.316595E-03
+1.681600E-03,-506.316595E-03
+1.684200E-03,-506.316595E-03
+1.686800E-03,-506.316595E-03
+1.689400E-03,-506.316595E-03
+1.692000E-03,-506.316595E-03
+1.694600E-03,-498.678404E-03
+1.697200E-03,-491.040213E-03
+1.699800E-03,-498.678404E-03
+1.702400E-03,-498.678404E-03
+1.705000E-03,-498.678404E-03
+1.707600E-03,-506.316595E-03
+1.710200E-03,-506.316595E-03
+1.712800E-03,-491.040213E-03
+1.715400E-03,-506.316595E-03
+1.718000E-03,-506.316595E-03
+1.720600E-03,-506.316595E-03
+1.723200E-03,-498.678404E-03
+1.725800E-03,-498.678404E-03
+1.728400E-03,-498.678404E-03
+1.731000E-03,-506.316595E-03
+1.733600E-03,-506.316595E-03
+1.736200E-03,-498.678404E-03
+1.738800E-03,-506.316595E-03
+1.741400E-03,-506.316595E-03
+1.744000E-03,-506.316595E-03
+1.746600E-03,-506.316595E-03
+1.749200E-03,-498.678404E-03
+1.751800E-03,-506.316595E-03
+1.754400E-03,-498.678404E-03
+1.757000E-03,-498.678404E-03
+1.759600E-03,-506.316595E-03
+1.762200E-03,-498.678404E-03
+1.764800E-03,-491.040213E-03
+1.767400E-03,-506.316595E-03
+1.770000E-03,-498.678404E-03
+1.772600E-03,-498.678404E-03
+1.775200E-03,-506.316595E-03
+1.777800E-03,-498.678404E-03
+1.780400E-03,-498.678404E-03
+1.783000E-03,-506.316595E-03
+1.785600E-03,-491.040213E-03
+1.788200E-03,-506.316595E-03
+1.790800E-03,-491.040213E-03
+1.793400E-03,-491.040213E-03
+1.796000E-03,-491.040213E-03
+1.798600E-03,-498.678404E-03
+1.801200E-03,-498.678404E-03
+1.803800E-03,-513.954786E-03
+1.806400E-03,-483.402022E-03
+1.809000E-03,-498.678404E-03
+1.811600E-03,-506.316595E-03
+1.814200E-03,-498.678404E-03
+1.816800E-03,-513.954786E-03
+1.819400E-03,-498.678404E-03
+1.822000E-03,-498.678404E-03
+1.824600E-03,-491.040213E-03
+1.827200E-03,-498.678404E-03
+1.829800E-03,-491.040213E-03
+1.832400E-03,-491.040213E-03
+1.835000E-03,-506.316595E-03
+1.837600E-03,-491.040213E-03
+1.840200E-03,-498.678404E-03
+1.842800E-03,-506.316595E-03
+1.845400E-03,-498.678404E-03
+1.848000E-03,-491.040213E-03
+1.850600E-03,-483.402022E-03
+1.853200E-03,-498.678404E-03
+1.855800E-03,-498.678404E-03
+1.858400E-03,-498.678404E-03
+1.861000E-03,-498.678404E-03
+1.863600E-03,-498.678404E-03
+1.866200E-03,-491.040213E-03
+1.868800E-03,-491.040213E-03
+1.871400E-03,-498.678404E-03
+1.874000E-03,-506.316595E-03
+1.876600E-03,-498.678404E-03
+1.879200E-03,-498.678404E-03
+1.881800E-03,-491.040213E-03
+1.884400E-03,-498.678404E-03
+1.887000E-03,-498.678404E-03
+1.889600E-03,-498.678404E-03
+1.892200E-03,-506.316595E-03
+1.894800E-03,-506.316595E-03
+1.897400E-03,-368.829159E-03
+1.900000E-03,-277.170869E-03
+1.902600E-03,-254.256296E-03
+1.905200E-03,-231.341723E-03
+1.907800E-03,-177.874387E-03
+1.910400E-03,-132.045242E-03
+1.913000E-03,-78.577906E-03
+1.915600E-03,-25.110570E-03
+1.918200E-03,+5.442194E-03
+1.920800E-03,+43.633148E-03
+1.923400E-03,+81.824102E-03
+1.926000E-03,+97.100484E-03
+1.928600E-03,+127.653248E-03
+1.931200E-03,+135.291439E-03
+1.933800E-03,+127.653248E-03
+1.936400E-03,+142.929629E-03
+1.939000E-03,+150.567820E-03
+1.941600E-03,+158.206011E-03
+1.944200E-03,+173.482393E-03
+1.946800E-03,+173.482393E-03
+1.949400E-03,+181.120584E-03
+1.952000E-03,+188.758775E-03
+1.954600E-03,+181.120584E-03
+1.957200E-03,+181.120584E-03
+1.959800E-03,+173.482393E-03
+1.962400E-03,+173.482393E-03
+1.965000E-03,+173.482393E-03
+1.967600E-03,+181.120584E-03
+1.970200E-03,+188.758775E-03
+1.972800E-03,+188.758775E-03
+1.975400E-03,+204.035156E-03
+1.978000E-03,+204.035156E-03
+1.980600E-03,+196.396966E-03
+1.983200E-03,+196.396966E-03
+1.985800E-03,+188.758775E-03
+1.988400E-03,+188.758775E-03
+1.991000E-03,+196.396966E-03
+1.993600E-03,+181.120584E-03
+1.996200E-03,+188.758775E-03
+1.998800E-03,+188.758775E-03
+2.001400E-03,+211.673347E-03
+2.004000E-03,+204.035156E-03
+2.006600E-03,+196.396966E-03
+2.009200E-03,+204.035156E-03
+2.011800E-03,+181.120584E-03
+2.014400E-03,+188.758775E-03
+2.017000E-03,+181.120584E-03
+2.019600E-03,+188.758775E-03
+2.022200E-03,+196.396966E-03
+2.024800E-03,+204.035156E-03
+2.027400E-03,+196.396966E-03
+2.030000E-03,+196.396966E-03
+2.032600E-03,+196.396966E-03
+2.035200E-03,+188.758775E-03
+2.037800E-03,+181.120584E-03
+2.040400E-03,+181.120584E-03
+2.043000E-03,+188.758775E-03
+2.045600E-03,+188.758775E-03
+2.048200E-03,+204.035156E-03
+2.050800E-03,+204.035156E-03
+2.053400E-03,+196.396966E-03
+2.056000E-03,+204.035156E-03
+2.058600E-03,+181.120584E-03
+2.061200E-03,+181.120584E-03
+2.063800E-03,+188.758775E-03
+2.066400E-03,+181.120584E-03
+2.069000E-03,+181.120584E-03
+2.071600E-03,+181.120584E-03
